-0.9214,4.4452,23094,0,1,0,0
-0.9444,4.488,23128,0,1,0,0
-0.9635,4.5307,23161,0,1,0,0
-0.9843,4.5735,23195,0,1,0,0
-1.0041,4.6162,23228,0,1,0,0
-1.0239,4.659,23261,0,1,0,0
-1.0597,4.7017,23295,0,1,0,0
-1.0903,4.7444,23328,0,1,0,0
-1.107,4.7872,23361,0,1,0,0
-1.1109,4.8299,23395,0,1,0,0
-1.1088,4.8727,23428,0,1,0,0
-1.1208,4.9154,23461,0,1,0,0
-1.1555,4.9582,23495,0,1,0,0
-1.1853,5.0009,23528,0,1,0,0
-1.2052,5.0436,23562,0,1,0,0
-1.2369,5.0864,23595,0,1,0,0
-1.2484,5.1291,23628,0,1,0,0
-1.2635,5.1719,23662,0,1,0,0
-1.2868,5.2146,23695,0,1,0,0
-1.2991,5.2574,23728,0,1,0,0
-1.3142,5.3001,23762,0,1,0,0
-1.3475,5.3428,23795,0,1,0,0
-1.3673,5.3856,23828,0,1,0,0
-1.3844,5.4283,23862,0,1,0,0
-1.3943,5.4711,23895,0,1,0,0
-1.4056,5.5138,23929,0,1,0,0
-1.4159,5.5566,23962,0,1,0,0
-1.4431,5.5993,23995,0,1,0,0
-1.4592,5.642,24029,0,1,0,0
-1.4802,5.6848,24062,0,1,0,0
-1.4987,5.7275,24095,0,1,0,0
-1.4991,5.7703,24129,0,1,0,0
-1.5008,5.813,24162,0,1,0,0
-1.5039,5.8558,24195,0,1,0,0
-1.5254,5.8985,24229,0,1,0,0
-1.538,5.9412,24262,0,1,0,0
-1.5454,5.984,24296,0,1,0,0
-1.5548,6.0267,24329,0,1,0,0
-1.57,6.0695,24362,0,1,0,0
-1.5897,6.1122,24396,0,1,0,0
-1.6012,6.155,24429,0,1,0,0
-1.6053,6.1977,24462,0,1,0,0
-1.6025,6.2404,24496,0,1,0,0
-1.6008,0,24529,0,1,0,0
-1.5935,0.0427,24563,0,1,0,0
-1.5832,0.0855,24596,0,1,0,0
-1.5581,0.1282,24629,0,1,0,0
-1.5406,0.171,24663,0,1,0,0
-1.5294,0.2137,24696,0,1,0,0
-1.5094,0.2565,24729,0,1,0,0
-1.4864,0.2992,24763,0,1,0,0
-1.4573,0.3419,24796,0,1,0,0
-1.4361,0.3847,24829,0,1,0,0
-1.4061,0.4274,24863,0,1,0,0
-1.3642,0.4702,24896,0,1,0,0
-1.3328,0.5129,24930,0,1,0,0
-1.3097,0.5557,24963,0,1,0,0
-1.2769,0.5984,24996,0,1,0,0
-1.2453,0.6411,25030,0,1,0,0
-1.2162,0.6839,25063,0,1,0,0
-1.1863,0.7266,25096,0,1,0,0
-1.1577,0.7694,25130,0,1,0,0
-1.1331,0.8121,25163,0,1,0,0
-1.1048,0.8549,25196,0,1,0,0
-1.0714,0.8976,25230,0,1,0,0
-1.0526,0.9403,25263,0,1,0,0
-1.0308,0.9831,25297,0,1,0,0
-1.0024,1.0258,25330,0,1,0,0
-0.9843,1.0686,25363,0,1,0,0
-0.9595,1.1113,25397,0,1,0,0
-0.941,1.1541,25430,0,1,0,0
-0.9134,1.1968,25463,0,1,0,0
-0.8909,1.2395,25497,0,1,0,0
-0.8701,1.2823,25530,0,1,0,0
-0.8523,1.325,25564,0,1,0,0
-0.8287,1.3678,25597,0,1,0,0
-0.8053,1.4105,25630,0,1,0,0
-0.777,1.4533,25664,0,1,0,0
-0.7424,1.496,25697,0,1,0,0
-0.7206,1.5387,25730,0,1,0,0
-0.6963,1.5815,25764,0,1,0,0
-0.6786,1.6242,25797,0,1,0,0
-0.6627,1.667,25831,0,1,0,0
-0.6424,1.7097,25864,0,1,0,0
-0.6275,1.7525,25897,0,1,0,0
-0.6203,1.7952,25931,0,1,0,0
-0.6028,1.8379,25964,0,1,0,0
-0.5862,1.8807,25997,0,1,0,0
-0.5825,1.9234,26031,0,1,0,0
-0.5779,1.9662,26064,0,1,0,0
-0.5645,2.0089,26097,0,1,0,0
-0.5486,2.0517,26131,0,1,0,0
-0.5329,2.0944,26164,0,1,0,0
-0.5189,2.1371,26198,0,1,0,0
-0.5071,2.1799,26231,0,1,0,0
-0.4946,2.2226,26264,0,1,0,0
-0.4824,2.2654,26298,0,1,0,0
-0.464,2.3081,26331,0,1,0,0
-0.4498,2.3509,26364,0,1,0,0
-0.4345,2.3936,26398,0,1,0,0
-0.4045,2.4363,26431,0,1,0,0
-0.3772,2.4791,26464,0,1,0,0
-0.3672,2.5218,26498,0,1,0,0
-0.3545,2.5646,26531,0,1,0,0
-0.3488,2.6073,26565,0,1,0,0
-0.3379,2.6501,26598,0,1,0,0
-0.332,2.6928,26631,0,1,0,0
-0.3296,2.7355,26665,0,1,0,0
-0.3301,2.7783,26698,0,1,0,0
-0.3219,2.821,26731,0,1,0,0
-0.3214,2.8638,26765,0,1,0,0
-0.323,2.9065,26798,0,1,0,0
-0.3229,2.9493,26831,0,1,0,0
-0.32,2.992,26865,0,1,0,0
-0.3178,3.0347,26898,0,1,0,0
-0.314,3.0775,26932,0,1,0,0
-0.311,3.1202,26965,0,1,0,0
-0.3091,3.163,26998,0,1,0,0
-0.2996,3.2057,27032,0,1,0,0
-0.2973,3.2484,27065,0,1,0,0
-0.2917,3.2912,27098,0,1,0,0
-0.29,3.3339,27132,0,1,0,0
-0.283,3.3767,27165,0,1,0,0
-0.2542,3.4194,27199,0,1,0,0
-0.2473,3.4622,27232,0,1,0,0
-0.251,3.5049,27265,0,1,0,0
-0.2583,3.5476,27299,0,1,0,0
-0.2757,3.5904,27332,0,1,0,0
-0.2916,3.6331,27365,0,1,0,0
-0.3146,3.6759,27399,0,1,0,0
-0.3391,3.7186,27432,0,1,0,0
-0.3656,3.7614,27466,0,1,0,0
-0.3759,3.8041,27499,0,1,0,0
-0.4085,3.8468,27532,0,1,0,0
-0.4305,3.8896,27566,0,1,0,0
-0.4575,3.9323,27599,0,1,0,0
-0.4773,3.9751,27632,0,1,0,0
-0.4974,4.0178,27666,0,1,0,0
-0.517,4.0606,27699,0,1,0,0
-0.5417,4.1033,27733,0,1,0,0
-0.5666,4.146,27766,0,1,0,0
-0.5912,4.1888,27799,0,1,0,0
-0.603,4.2315,27832,0,1,0,0
-0.6192,4.2743,27866,0,1,0,0
-0.6316,4.317,27899,0,1,0,0
-0.6411,4.3598,27933,0,1,0,0
-0.6631,4.4025,27966,0,1,0,0
-0.684,4.4452,27999,0,1,0,0
-0.6991,4.488,28033,0,1,0,0
-0.7214,4.5307,28066,0,1,0,0
-0.7452,4.5735,28099,0,1,0,0
-0.7727,4.6162,28133,0,1,0,0
-0.7943,4.659,28166,0,1,0,0
-0.8123,4.7017,28200,0,1,0,0
-0.8294,4.7444,28233,0,1,0,0
-0.8526,4.7872,28266,0,1,0,0
-0.8812,4.8299,28300,0,1,0,0
-0.9022,4.8727,28333,0,1,0,0
-0.9204,4.9154,28367,0,1,0,0
-0.9418,4.9582,28400,0,1,0,0
-0.9545,5.0009,28433,0,1,0,0
-0.9796,5.0436,28467,0,1,0,0
-1.0023,5.0864,28500,0,1,0,0
-1.0315,5.1291,28534,0,1,0,0
-1.0614,5.1719,28567,0,1,0,0
-1.0853,5.2146,28600,0,1,0,0
-1.0937,5.2574,28633,0,1,0,0
-1.1011,5.3001,28667,0,1,0,0
-1.1179,5.3428,28700,0,1,0,0
-1.1495,5.3856,28734,0,1,0,0
-1.1628,5.4283,28767,0,1,0,0
-1.1843,5.4711,28800,0,1,0,0
-1.1971,5.5138,28834,0,1,0,0
-1.2139,5.5566,28867,0,1,0,0
-1.2351,5.5993,28901,0,1,0,0
-1.2591,5.642,28934,0,1,0,0
-1.272,5.6848,28967,0,1,0,0
-1.2924,5.7275,29000,0,1,0,0
-1.3074,5.7703,29034,0,1,0,0
-1.3247,5.813,29067,0,1,0,0
-1.3471,5.8558,29100,0,1,0,0
-1.3625,5.8985,29134,0,1,0,0
-1.3779,5.9412,29167,0,1,0,0
-1.3883,5.984,29201,0,1,0,0
-1.4051,6.0267,29234,0,1,0,0
